DATE,CODE,RAW DATE,DAY,MONTH,YEAR,VALUE (R$)
2006-01-01,BM12_FCAFIN12,2006-01-01T00:00:00-02:00,1,1,2006,-0.273
2006-02-01,BM12_FCAFIN12,2006-02-01T00:00:00-02:00,1,2,2006,-0.104
2006-03-01,BM12_FCAFIN12,2006-03-01T00:00:00-03:00,1,3,2006,34.852
2006-04-01,BM12_FCAFIN12,2006-04-01T00:00:00-03:00,1,4,2006,-35.026
2006-05-01,BM12_FCAFIN12,2006-05-01T00:00:00-03:00,1,5,2006,1.882
2006-06-01,BM12_FCAFIN12,2006-06-01T00:00:00-03:00,1,6,2006,-2.471
2006-07-01,BM12_FCAFIN12,2006-07-01T00:00:00-03:00,1,7,2006,1.356
2006-08-01,BM12_FCAFIN12,2006-08-01T00:00:00-03:00,1,8,2006,-1.371
2006-09-01,BM12_FCAFIN12,2006-09-01T00:00:00-03:00,1,9,2006,0.0
2006-10-01,BM12_FCAFIN12,2006-10-01T00:00:00-03:00,1,10,2006,-0.001
2006-11-01,BM12_FCAFIN12,2006-11-01T00:00:00-03:00,1,11,2006,-0.281
2006-12-01,BM12_FCAFIN12,2006-12-01T00:00:00-02:00,1,12,2006,-0.039
2007-01-01,BM12_FCAFIN12,2007-01-01T00:00:00-02:00,1,1,2007,-0.959
2007-02-01,BM12_FCAFIN12,2007-02-01T00:00:00-02:00,1,2,2007,-0.007
2007-03-01,BM12_FCAFIN12,2007-03-01T00:00:00-03:00,1,3,2007,-0.026
2007-04-01,BM12_FCAFIN12,2007-04-01T00:00:00-03:00,1,4,2007,92.81
2007-05-01,BM12_FCAFIN12,2007-05-01T00:00:00-03:00,1,5,2007,-93.26
