DATE,CODE,RAW DATE,DAY,MONTH,YEAR,VALUE (R$)
1986-01-01,BM12_FCAFIN12,1986-01-01T00:00:00-02:00,1,1,1986,-7.49090909090909e-08
1986-02-01,BM12_FCAFIN12,1986-02-01T00:00:00-02:00,1,2,1986,3.2e-08
1986-03-01,BM12_FCAFIN12,1986-03-01T00:00:00-03:00,1,3,1986,5.55636363636364e-07
1986-04-01,BM12_FCAFIN12,1986-04-01T00:00:00-03:00,1,4,1986,-5.40727272727273e-07
1986-05-01,BM12_FCAFIN12,1986-05-01T00:00:00-03:00,1,5,1986,1.80363636363636e-07
1986-06-01,BM12_FCAFIN12,1986-06-01T00:00:00-03:00,1,6,1986,2.22909090909091e-07
1986-07-01,BM12_FCAFIN12,1986-07-01T00:00:00-03:00,1,7,1986,9.37090909090909e-07
1986-08-01,BM12_FCAFIN12,1986-08-01T00:00:00-03:00,1,8,1986,-3.48363636363636e-07
1986-09-01,BM12_FCAFIN12,1986-09-01T00:00:00-03:00,1,9,1986,-8.57818181818182e-07
1986-10-01,BM12_FCAFIN12,1986-10-01T00:00:00-03:00,1,10,1986,6.50909090909091e-08
1986-11-01,BM12_FCAFIN12,1986-11-01T00:00:00-03:00,1,11,1986,5.56363636363636e-08
1986-12-01,BM12_FCAFIN12,1986-12-01T00:00:00-02:00,1,12,1986,1.42145454545455e-06
1987-01-01,BM12_FCAFIN12,1987-01-01T00:00:00-02:00,1,1,1987,3.44e-07
1987-02-01,BM12_FCAFIN12,1987-02-01T00:00:00-02:00,1,2,1987,-3.18109090909091e-06
1987-03-01,BM12_FCAFIN12,1987-03-01T00:00:00-03:00,1,3,1987,1.17069090909091e-05
1987-04-01,BM12_FCAFIN12,1987-04-01T00:00:00-03:00,1,4,1987,7.07381818181818e-06
1987-05-01,BM12_FCAFIN12,1987-05-01T00:00:00-03:00,1,5,1987,-1.54327272727273e-06
1987-06-01,BM12_FCAFIN12,1987-06-01T00:00:00-03:00,1,6,1987,-7.12145454545455e-06
1987-07-01,BM12_FCAFIN12,1987-07-01T00:00:00-03:00,1,7,1987,-5.32654545454545e-06
1987-08-01,BM12_FCAFIN12,1987-08-01T00:00:00-03:00,1,8,1987,4.36109090909091e-06
1987-09-01,BM12_FCAFIN12,1987-09-01T00:00:00-03:00,1,9,1987,1.04036363636364e-06
1987-10-01,BM12_FCAFIN12,1987-10-01T00:00:00-03:00,1,10,1987,2.35236363636364e-06
1987-11-01,BM12_FCAFIN12,1987-11-01T00:00:00-03:00,1,11,1987,-8.02545454545455e-07
1987-12-01,BM12_FCAFIN12,1987-12-01T00:00:00-02:00,1,12,1987,-3.43636363636364e-06
1988-01-01,BM12_FCAFIN12,1988-01-01T00:00:00-02:00,1,1,1988,2.13345454545455e-06
1988-02-01,BM12_FCAFIN12,1988-02-01T00:00:00-02:00,1,2,1988,-1.98290909090909e-06
1988-03-01,BM12_FCAFIN12,1988-03-01T00:00:00-03:00,1,3,1988,-5.86181818181818e-07
1988-04-01,BM12_FCAFIN12,1988-04-01T00:00:00-03:00,1,4,1988,-8.37090909090909e-07
1988-05-01,BM12_FCAFIN12,1988-05-01T00:00:00-03:00,1,5,1988,-1.75454545454545e-06
1988-06-01,BM12_FCAFIN12,1988-06-01T00:00:00-03:00,1,6,1988,-1.61454545454545e-06
1988-07-01,BM12_FCAFIN12,1988-07-01T00:00:00-03:00,1,7,1988,-1.86436363636364e-06
1988-08-01,BM12_FCAFIN12,1988-08-01T00:00:00-03:00,1,8,1988,-4.53127272727273e-06
1988-09-01,BM12_FCAFIN12,1988-09-01T00:00:00-03:00,1,9,1988,-3.42036363636364e-06
1988-10-01,BM12_FCAFIN12,1988-10-01T00:00:00-03:00,1,10,1988,-4.81163636363636e-06
1988-11-01,BM12_FCAFIN12,1988-11-01T00:00:00-03:00,1,11,1988,-8.30363636363636e-06
1988-12-01,BM12_FCAFIN12,1988-12-01T00:00:00-02:00,1,12,1988,-1.2056e-05
1989-01-01,BM12_FCAFIN12,1989-01-01T00:00:00-02:00,1,1,1989,4e-09
1989-02-01,BM12_FCAFIN12,1989-02-01T00:00:00-02:00,1,2,1989,0.000142181818181818
1989-03-01,BM12_FCAFIN12,1989-03-01T00:00:00-03:00,1,3,1989,9.34545454545455e-05
1989-04-01,BM12_FCAFIN12,1989-04-01T00:00:00-03:00,1,4,1989,-5.09090909090909e-06
1989-05-01,BM12_FCAFIN12,1989-05-01T00:00:00-03:00,1,5,1989,-1.56363636363636e-05
1989-06-01,BM12_FCAFIN12,1989-06-01T00:00:00-03:00,1,6,1989,-6.54545454545455e-06
1989-07-01,BM12_FCAFIN12,1989-07-01T00:00:00-03:00,1,7,1989,-1.92727272727273e-05
1989-08-01,BM12_FCAFIN12,1989-08-01T00:00:00-03:00,1,8,1989,1.67272727272727e-05
1989-09-01,BM12_FCAFIN12,1989-09-01T00:00:00-03:00,1,9,1989,-4.58181818181818e-05
1989-10-01,BM12_FCAFIN12,1989-10-01T00:00:00-03:00,1,10,1989,3.63636363636364e-06
1989-11-01,BM12_FCAFIN12,1989-11-01T00:00:00-03:00,1,11,1989,-2.8e-05
1989-12-01,BM12_FCAFIN12,1989-12-01T00:00:00-02:00,1,12,1989,-5.45454545454545e-05
1990-01-01,BM12_FCAFIN12,1990-01-01T00:00:00-02:00,1,1,1990,-0.000306909090909091
1990-02-01,BM12_FCAFIN12,1990-02-01T00:00:00-02:00,1,2,1990,-0.000601454545454545
1990-03-01,BM12_FCAFIN12,1990-03-01T00:00:00-03:00,1,3,1990,1.34545454545455e-05
1990-04-01,BM12_FCAFIN12,1990-04-01T00:00:00-03:00,1,4,1990,0.00713309090909091
1990-05-01,BM12_FCAFIN12,1990-05-01T00:00:00-03:00,1,5,1990,0.036472
1990-06-01,BM12_FCAFIN12,1990-06-01T00:00:00-03:00,1,6,1990,0.0238374545454545
1990-07-01,BM12_FCAFIN12,1990-07-01T00:00:00-03:00,1,7,1990,-0.0202218181818182
1990-08-01,BM12_FCAFIN12,1990-08-01T00:00:00-03:00,1,8,1990,-0.0231458181818182
1990-09-01,BM12_FCAFIN12,1990-09-01T00:00:00-03:00,1,9,1990,-0.0117370909090909
1990-10-01,BM12_FCAFIN12,1990-10-01T00:00:00-03:00,1,10,1990,-0.00898581818181818
1990-11-01,BM12_FCAFIN12,1990-11-01T00:00:00-03:00,1,11,1990,-0.0219756363636364
1990-12-01,BM12_FCAFIN12,1990-12-01T00:00:00-02:00,1,12,1990,0.0538705454545455
1991-01-01,BM12_FCAFIN12,1991-01-01T00:00:00-02:00,1,1,1991,-0.030628
1991-02-01,BM12_FCAFIN12,1991-02-01T00:00:00-02:00,1,2,1991,0.0968523636363636
1991-03-01,BM12_FCAFIN12,1991-03-01T00:00:00-03:00,1,3,1991,-0.0660770909090909
1991-04-01,BM12_FCAFIN12,1991-04-01T00:00:00-03:00,1,4,1991,-0.0435167272727273
1991-05-01,BM12_FCAFIN12,1991-05-01T00:00:00-03:00,1,5,1991,-0.0245192727272727
1991-06-01,BM12_FCAFIN12,1991-06-01T00:00:00-03:00,1,6,1991,-0.00419563636363636
1991-07-01,BM12_FCAFIN12,1991-07-01T00:00:00-03:00,1,7,1991,-0.0232949090909091
1991-08-01,BM12_FCAFIN12,1991-08-01T00:00:00-03:00,1,8,1991,-0.00545890909090909
1991-09-01,BM12_FCAFIN12,1991-09-01T00:00:00-03:00,1,9,1991,0.00123272727272727
1991-10-01,BM12_FCAFIN12,1991-10-01T00:00:00-03:00,1,10,1991,0.0662774545454545
1991-11-01,BM12_FCAFIN12,1991-11-01T00:00:00-03:00,1,11,1991,-0.0755294545454545
1991-12-01,BM12_FCAFIN12,1991-12-01T00:00:00-02:00,1,12,1991,-0.00799272727272727
1992-01-01,BM12_FCAFIN12,1992-01-01T00:00:00-02:00,1,1,1992,-0.004024
1992-02-01,BM12_FCAFIN12,1992-02-01T00:00:00-02:00,1,2,1992,-0.00227890909090909
1992-03-01,BM12_FCAFIN12,1992-03-01T00:00:00-03:00,1,3,1992,-0.00208545454545455
1992-04-01,BM12_FCAFIN12,1992-04-01T00:00:00-03:00,1,4,1992,0.224142909090909
1992-05-01,BM12_FCAFIN12,1992-05-01T00:00:00-03:00,1,5,1992,-0.0807981818181818
1992-06-01,BM12_FCAFIN12,1992-06-01T00:00:00-03:00,1,6,1992,-0.0489
1992-07-01,BM12_FCAFIN12,1992-07-01T00:00:00-03:00,1,7,1992,-0.0568552727272727
1992-08-01,BM12_FCAFIN12,1992-08-01T00:00:00-03:00,1,8,1992,-0.0700127272727273
1992-09-01,BM12_FCAFIN12,1992-09-01T00:00:00-03:00,1,9,1992,1.603172
1992-10-01,BM12_FCAFIN12,1992-10-01T00:00:00-03:00,1,10,1992,0.393477090909091
1992-11-01,BM12_FCAFIN12,1992-11-01T00:00:00-03:00,1,11,1992,0.791636363636364
1992-12-01,BM12_FCAFIN12,1992-12-01T00:00:00-02:00,1,12,1992,0.272727272727273
1993-01-01,BM12_FCAFIN12,1993-01-01T00:00:00-02:00,1,1,1993,-1.272
1993-02-01,BM12_FCAFIN12,1993-02-01T00:00:00-02:00,1,2,1993,0.237090909090909
1993-03-01,BM12_FCAFIN12,1993-03-01T00:00:00-03:00,1,3,1993,0.812363636363636
1993-04-01,BM12_FCAFIN12,1993-04-01T00:00:00-03:00,1,4,1993,-0.198181818181818
1993-05-01,BM12_FCAFIN12,1993-05-01T00:00:00-03:00,1,5,1993,-0.0690909090909091
1993-06-01,BM12_FCAFIN12,1993-06-01T00:00:00-03:00,1,6,1993,-0.129454545454545
1993-07-01,BM12_FCAFIN12,1993-07-01T00:00:00-03:00,1,7,1993,-0.152
1993-08-01,BM12_FCAFIN12,1993-08-01T00:00:00-03:00,1,8,1993,-0.215636363636364
1993-09-01,BM12_FCAFIN12,1993-09-01T00:00:00-03:00,1,9,1993,-55.3898181818182
1993-10-01,BM12_FCAFIN12,1993-10-01T00:00:00-03:00,1,10,1993,-0.309818181818182
1993-11-01,BM12_FCAFIN12,1993-11-01T00:00:00-03:00,1,11,1993,-0.332
1993-12-01,BM12_FCAFIN12,1993-12-01T00:00:00-02:00,1,12,1993,-0.882909090909091
1994-01-01,BM12_FCAFIN12,1994-01-01T00:00:00-02:00,1,1,1994,-0.616727272727273
1994-02-01,BM12_FCAFIN12,1994-02-01T00:00:00-02:00,1,2,1994,-0.844
1994-03-01,BM12_FCAFIN12,1994-03-01T00:00:00-03:00,1,3,1994,-2.40036363636364
1994-04-01,BM12_FCAFIN12,1994-04-01T00:00:00-03:00,1,4,1994,-1.62509090909091
1994-05-01,BM12_FCAFIN12,1994-05-01T00:00:00-03:00,1,5,1994,-0.5
1994-06-01,BM12_FCAFIN12,1994-06-01T00:00:00-03:00,1,6,1994,-2.63672727272727
1994-07-01,BM12_FCAFIN12,1994-07-01T00:00:00-03:00,1,7,1994,0.44
1994-08-01,BM12_FCAFIN12,1994-08-01T00:00:00-03:00,1,8,1994,18.332
1994-09-01,BM12_FCAFIN12,1994-09-01T00:00:00-03:00,1,9,1994,237.779
1994-10-01,BM12_FCAFIN12,1994-10-01T00:00:00-03:00,1,10,1994,1450.027
1994-11-01,BM12_FCAFIN12,1994-11-01T00:00:00-03:00,1,11,1994,830.95
1994-12-01,BM12_FCAFIN12,1994-12-01T00:00:00-02:00,1,12,1994,2091.789
1995-01-01,BM12_FCAFIN12,1995-01-01T00:00:00-02:00,1,1,1995,-1683.633
1995-02-01,BM12_FCAFIN12,1995-02-01T00:00:00-02:00,1,2,1995,-1467.308
1995-03-01,BM12_FCAFIN12,1995-03-01T00:00:00-03:00,1,3,1995,1085.342
1995-04-01,BM12_FCAFIN12,1995-04-01T00:00:00-03:00,1,4,1995,-1432.619
1995-05-01,BM12_FCAFIN12,1995-05-01T00:00:00-03:00,1,5,1995,-699.082
1995-06-01,BM12_FCAFIN12,1995-06-01T00:00:00-03:00,1,6,1995,-227.638
1995-07-01,BM12_FCAFIN12,1995-07-01T00:00:00-03:00,1,7,1995,2786.509
1995-08-01,BM12_FCAFIN12,1995-08-01T00:00:00-03:00,1,8,1995,602.096
1995-09-01,BM12_FCAFIN12,1995-09-01T00:00:00-03:00,1,9,1995,-2255.851
1995-10-01,BM12_FCAFIN12,1995-10-01T00:00:00-03:00,1,10,1995,-616.587
1995-11-01,BM12_FCAFIN12,1995-11-01T00:00:00-03:00,1,11,1995,4209.614
1995-12-01,BM12_FCAFIN12,1995-12-01T00:00:00-02:00,1,12,1995,2034.651
1996-01-01,BM12_FCAFIN12,1996-01-01T00:00:00-02:00,1,1,1996,-167.691
1996-02-01,BM12_FCAFIN12,1996-02-01T00:00:00-02:00,1,2,1996,71.401
1996-03-01,BM12_FCAFIN12,1996-03-01T00:00:00-03:00,1,3,1996,1064.265
1996-04-01,BM12_FCAFIN12,1996-04-01T00:00:00-03:00,1,4,1996,886.213
1996-05-01,BM12_FCAFIN12,1996-05-01T00:00:00-03:00,1,5,1996,3555.289
1996-06-01,BM12_FCAFIN12,1996-06-01T00:00:00-03:00,1,6,1996,541.036
1996-07-01,BM12_FCAFIN12,1996-07-01T00:00:00-03:00,1,7,1996,4636.955
1996-08-01,BM12_FCAFIN12,1996-08-01T00:00:00-03:00,1,8,1996,-2924.901
1996-09-01,BM12_FCAFIN12,1996-09-01T00:00:00-03:00,1,9,1996,1841.33
1996-10-01,BM12_FCAFIN12,1996-10-01T00:00:00-03:00,1,10,1996,1116.953
1996-11-01,BM12_FCAFIN12,1996-11-01T00:00:00-03:00,1,11,1996,-2.431
1996-12-01,BM12_FCAFIN12,1996-12-01T00:00:00-02:00,1,12,1996,175.864
1997-01-01,BM12_FCAFIN12,1997-01-01T00:00:00-02:00,1,1,1997,2494.936
1997-02-01,BM12_FCAFIN12,1997-02-01T00:00:00-02:00,1,2,1997,-6738.436
1997-03-01,BM12_FCAFIN12,1997-03-01T00:00:00-03:00,1,3,1997,2742.207
1997-04-01,BM12_FCAFIN12,1997-04-01T00:00:00-03:00,1,4,1997,7207.036
1997-05-01,BM12_FCAFIN12,1997-05-01T00:00:00-03:00,1,5,1997,-4229.952
1997-06-01,BM12_FCAFIN12,1997-06-01T00:00:00-03:00,1,6,1997,3190.706
1997-07-01,BM12_FCAFIN12,1997-07-01T00:00:00-03:00,1,7,1997,-2008.011
1997-08-01,BM12_FCAFIN12,1997-08-01T00:00:00-03:00,1,8,1997,-1358.88
1997-09-01,BM12_FCAFIN12,1997-09-01T00:00:00-03:00,1,9,1997,1.556
1997-10-01,BM12_FCAFIN12,1997-10-01T00:00:00-03:00,1,10,1997,6565.791
1997-11-01,BM12_FCAFIN12,1997-11-01T00:00:00-03:00,1,11,1997,-7646.4
1997-12-01,BM12_FCAFIN12,1997-12-01T00:00:00-02:00,1,12,1997,2002.354
1998-01-01,BM12_FCAFIN12,1998-01-01T00:00:00-02:00,1,1,1998,3248.389
1998-02-01,BM12_FCAFIN12,1998-02-01T00:00:00-02:00,1,2,1998,-0.874
1998-03-01,BM12_FCAFIN12,1998-03-01T00:00:00-03:00,1,3,1998,-0.874
1998-04-01,BM12_FCAFIN12,1998-04-01T00:00:00-03:00,1,4,1998,-120.597
1998-05-01,BM12_FCAFIN12,1998-05-01T00:00:00-03:00,1,5,1998,31.151
1998-06-01,BM12_FCAFIN12,1998-06-01T00:00:00-03:00,1,6,1998,29.175
1998-07-01,BM12_FCAFIN12,1998-07-01T00:00:00-03:00,1,7,1998,-35.5859
1998-08-01,BM12_FCAFIN12,1998-08-01T00:00:00-03:00,1,8,1998,1104.235
1998-09-01,BM12_FCAFIN12,1998-09-01T00:00:00-03:00,1,9,1998,-1224.349
1998-10-01,BM12_FCAFIN12,1998-10-01T00:00:00-03:00,1,10,1998,-43.6979
1998-11-01,BM12_FCAFIN12,1998-11-01T00:00:00-03:00,1,11,1998,-139.2769
1998-12-01,BM12_FCAFIN12,1998-12-01T00:00:00-02:00,1,12,1998,-88.593
1999-01-01,BM12_FCAFIN12,1999-01-01T00:00:00-02:00,1,1,1999,-1501.541
1999-02-01,BM12_FCAFIN12,1999-02-01T00:00:00-02:00,1,2,1999,-27.3599
1999-03-01,BM12_FCAFIN12,1999-03-01T00:00:00-03:00,1,3,1999,-315.5589
1999-04-01,BM12_FCAFIN12,1999-04-01T00:00:00-03:00,1,4,1999,-5.7959
1999-05-01,BM12_FCAFIN12,1999-05-01T00:00:00-03:00,1,5,1999,-29.7269
1999-06-01,BM12_FCAFIN12,1999-06-01T00:00:00-03:00,1,6,1999,-6.9169
1999-07-01,BM12_FCAFIN12,1999-07-01T00:00:00-03:00,1,7,1999,-7.0319
1999-08-01,BM12_FCAFIN12,1999-08-01T00:00:00-03:00,1,8,1999,-7.1749
1999-09-01,BM12_FCAFIN12,1999-09-01T00:00:00-03:00,1,9,1999,-7.2609
1999-10-01,BM12_FCAFIN12,1999-10-01T00:00:00-03:00,1,10,1999,-7.3629
1999-11-01,BM12_FCAFIN12,1999-11-01T00:00:00-03:00,1,11,1999,-7.4649
1999-12-01,BM12_FCAFIN12,1999-12-01T00:00:00-02:00,1,12,1999,-15.2589
2000-01-01,BM12_FCAFIN12,2000-01-01T00:00:00-02:00,1,1,2000,0.0
2000-02-01,BM12_FCAFIN12,2000-02-01T00:00:00-02:00,1,2,2000,-7.807
2000-03-01,BM12_FCAFIN12,2000-03-01T00:00:00-03:00,1,3,2000,-15.945
2000-04-01,BM12_FCAFIN12,2000-04-01T00:00:00-03:00,1,4,2000,0.0
2000-05-01,BM12_FCAFIN12,2000-05-01T00:00:00-03:00,1,5,2000,-8.134
2000-06-01,BM12_FCAFIN12,2000-06-01T00:00:00-03:00,1,6,2000,-16.626
2000-07-01,BM12_FCAFIN12,2000-07-01T00:00:00-03:00,1,7,2000,0.0
2000-08-01,BM12_FCAFIN12,2000-08-01T00:00:00-03:00,1,8,2000,-8.485
2000-09-01,BM12_FCAFIN12,2000-09-01T00:00:00-03:00,1,9,2000,-8.599
2000-10-01,BM12_FCAFIN12,2000-10-01T00:00:00-03:00,1,10,2000,-37.62
2000-11-01,BM12_FCAFIN12,2000-11-01T00:00:00-03:00,1,11,2000,-519.562
2000-12-01,BM12_FCAFIN12,2000-12-01T00:00:00-02:00,1,12,2000,0.0
2001-01-01,BM12_FCAFIN12,2001-01-01T00:00:00-02:00,1,1,2001,0.0
2001-02-01,BM12_FCAFIN12,2001-02-01T00:00:00-02:00,1,2,2001,0.0
2001-03-01,BM12_FCAFIN12,2001-03-01T00:00:00-03:00,1,3,2001,0.0
2001-04-01,BM12_FCAFIN12,2001-04-01T00:00:00-03:00,1,4,2001,0.0
2001-05-01,BM12_FCAFIN12,2001-05-01T00:00:00-03:00,1,5,2001,0.0
2001-06-01,BM12_FCAFIN12,2001-06-01T00:00:00-03:00,1,6,2001,0.0
2001-07-01,BM12_FCAFIN12,2001-07-01T00:00:00-03:00,1,7,2001,0.0
2001-08-01,BM12_FCAFIN12,2001-08-01T00:00:00-03:00,1,8,2001,0.0
2001-09-01,BM12_FCAFIN12,2001-09-01T00:00:00-03:00,1,9,2001,0.0
2001-10-01,BM12_FCAFIN12,2001-10-01T00:00:00-03:00,1,10,2001,0.0
2001-11-01,BM12_FCAFIN12,2001-11-01T00:00:00-03:00,1,11,2001,0.0
2001-12-01,BM12_FCAFIN12,2001-12-01T00:00:00-02:00,1,12,2001,0.0
2002-01-01,BM12_FCAFIN12,2002-01-01T00:00:00-02:00,1,1,2002,0.0
2002-02-01,BM12_FCAFIN12,2002-02-01T00:00:00-02:00,1,2,2002,0.0
2002-03-01,BM12_FCAFIN12,2002-03-01T00:00:00-03:00,1,3,2002,0.0
2002-04-01,BM12_FCAFIN12,2002-04-01T00:00:00-03:00,1,4,2002,489.333
2002-05-01,BM12_FCAFIN12,2002-05-01T00:00:00-03:00,1,5,2002,2207.015
2002-06-01,BM12_FCAFIN12,2002-06-01T00:00:00-03:00,1,6,2002,-269.493
2002-07-01,BM12_FCAFIN12,2002-07-01T00:00:00-03:00,1,7,2002,-2025.339
2002-08-01,BM12_FCAFIN12,2002-08-01T00:00:00-03:00,1,8,2002,-0.786
2002-09-01,BM12_FCAFIN12,2002-09-01T00:00:00-03:00,1,9,2002,2.99
2002-10-01,BM12_FCAFIN12,2002-10-01T00:00:00-03:00,1,10,2002,-3.395
2002-11-01,BM12_FCAFIN12,2002-11-01T00:00:00-03:00,1,11,2002,0.982
2002-12-01,BM12_FCAFIN12,2002-12-01T00:00:00-02:00,1,12,2002,-0.932
2003-01-01,BM12_FCAFIN12,2003-01-01T00:00:00-02:00,1,1,2003,-0.167
2003-02-01,BM12_FCAFIN12,2003-02-01T00:00:00-02:00,1,2,2003,1.596
2003-03-01,BM12_FCAFIN12,2003-03-01T00:00:00-03:00,1,3,2003,-2.544
2003-04-01,BM12_FCAFIN12,2003-04-01T00:00:00-03:00,1,4,2003,-0.24
2003-05-01,BM12_FCAFIN12,2003-05-01T00:00:00-03:00,1,5,2003,-0.056
2003-06-01,BM12_FCAFIN12,2003-06-01T00:00:00-03:00,1,6,2003,42.758
2003-07-01,BM12_FCAFIN12,2003-07-01T00:00:00-03:00,1,7,2003,-42.962
2003-08-01,BM12_FCAFIN12,2003-08-01T00:00:00-03:00,1,8,2003,28.532
2003-09-01,BM12_FCAFIN12,2003-09-01T00:00:00-03:00,1,9,2003,-29.611
2003-10-01,BM12_FCAFIN12,2003-10-01T00:00:00-03:00,1,10,2003,-0.084
2003-11-01,BM12_FCAFIN12,2003-11-01T00:00:00-03:00,1,11,2003,8.99
2003-12-01,BM12_FCAFIN12,2003-12-01T00:00:00-02:00,1,12,2003,-3.965
2004-01-01,BM12_FCAFIN12,2004-01-01T00:00:00-02:00,1,1,2004,-5.73
2004-02-01,BM12_FCAFIN12,2004-02-01T00:00:00-02:00,1,2,2004,66.286
2004-03-01,BM12_FCAFIN12,2004-03-01T00:00:00-03:00,1,3,2004,-66.36
2004-04-01,BM12_FCAFIN12,2004-04-01T00:00:00-03:00,1,4,2004,0.0
2004-05-01,BM12_FCAFIN12,2004-05-01T00:00:00-03:00,1,5,2004,5.889
2004-06-01,BM12_FCAFIN12,2004-06-01T00:00:00-03:00,1,6,2004,-6.022
2004-07-01,BM12_FCAFIN12,2004-07-01T00:00:00-03:00,1,7,2004,-0.015
2004-08-01,BM12_FCAFIN12,2004-08-01T00:00:00-03:00,1,8,2004,-0.521
2004-09-01,BM12_FCAFIN12,2004-09-01T00:00:00-03:00,1,9,2004,3.658
2004-10-01,BM12_FCAFIN12,2004-10-01T00:00:00-03:00,1,10,2004,-2.047
2004-11-01,BM12_FCAFIN12,2004-11-01T00:00:00-03:00,1,11,2004,-0.947
2004-12-01,BM12_FCAFIN12,2004-12-01T00:00:00-02:00,1,12,2004,-1.331
2005-01-01,BM12_FCAFIN12,2005-01-01T00:00:00-02:00,1,1,2005,21.787
2005-02-01,BM12_FCAFIN12,2005-02-01T00:00:00-02:00,1,2,2005,-23.591
2005-03-01,BM12_FCAFIN12,2005-03-01T00:00:00-03:00,1,3,2005,-0.002
2005-04-01,BM12_FCAFIN12,2005-04-01T00:00:00-03:00,1,4,2005,-0.207
2005-05-01,BM12_FCAFIN12,2005-05-01T00:00:00-03:00,1,5,2005,-0.356
2005-06-01,BM12_FCAFIN12,2005-06-01T00:00:00-03:00,1,6,2005,-0.339
2005-07-01,BM12_FCAFIN12,2005-07-01T00:00:00-03:00,1,7,2005,-0.051
2005-08-01,BM12_FCAFIN12,2005-08-01T00:00:00-03:00,1,8,2005,-0.022
2005-09-01,BM12_FCAFIN12,2005-09-01T00:00:00-03:00,1,9,2005,-0.347
2005-10-01,BM12_FCAFIN12,2005-10-01T00:00:00-03:00,1,10,2005,-0.045
2005-11-01,BM12_FCAFIN12,2005-11-01T00:00:00-02:00,1,11,2005,-0.068
2005-12-01,BM12_FCAFIN12,2005-12-01T00:00:00-02:00,1,12,2005,-0.102
