DATE,CODE,RAW DATE,DAY,MONTH,YEAR,VALUE ((% a.a.))
2002-07-01,PAN12_TJOVER12,2002-07-01T00:00:00-03:00,1,7,2002,20.1284597785386
2002-08-01,PAN12_TJOVER12,2002-08-01T00:00:00-03:00,1,8,2002,18.716445930056
2002-09-01,PAN12_TJOVER12,2002-09-01T00:00:00-03:00,1,9,2002,17.8765571045929
2002-10-01,PAN12_TJOVER12,2002-10-01T00:00:00-03:00,1,10,2002,21.6994444443924
2002-11-01,PAN12_TJOVER12,2002-11-01T00:00:00-03:00,1,11,2002,20.1284597785386
2002-12-01,PAN12_TJOVER12,2002-12-01T00:00:00-02:00,1,12,2002,22.9987787998251
2003-01-01,PAN12_TJOVER12,2003-01-01T00:00:00-02:00,1,1,2003,26.3772880785026
2003-02-01,PAN12_TJOVER12,2003-02-01T00:00:00-02:00,1,2,2003,24.3108182770297
2003-03-01,PAN12_TJOVER12,2003-03-01T00:00:00-03:00,1,3,2003,23.5803322361813
2003-04-01,PAN12_TJOVER12,2003-04-01T00:00:00-03:00,1,4,2003,24.8980546006235
2003-05-01,PAN12_TJOVER12,2003-05-01T00:00:00-03:00,1,5,2003,26.3772880785026
2003-06-01,PAN12_TJOVER12,2003-06-01T00:00:00-03:00,1,6,2003,24.7510076069336
2003-07-01,PAN12_TJOVER12,2003-07-01T00:00:00-03:00,1,7,2003,28.0229813100515
2003-08-01,PAN12_TJOVER12,2003-08-01T00:00:00-03:00,1,8,2003,23.4347080582144
2003-09-01,PAN12_TJOVER12,2003-09-01T00:00:00-03:00,1,9,2003,22.1311511444733
2003-10-01,PAN12_TJOVER12,2003-10-01T00:00:00-03:00,1,10,2003,21.5558533559514
2003-11-01,PAN12_TJOVER12,2003-11-01T00:00:00-03:00,1,11,2003,17.3196610154846
2003-12-01,PAN12_TJOVER12,2003-12-01T00:00:00-02:00,1,12,2003,17.7371063704942
2004-01-01,PAN12_TJOVER12,2004-01-01T00:00:00-02:00,1,1,2004,16.3508927003142
2004-02-01,PAN12_TJOVER12,2004-02-01T00:00:00-02:00,1,2,2004,13.7582228911072
2004-03-01,PAN12_TJOVER12,2004-03-01T00:00:00-03:00,1,3,2004,17.8765571045929
2004-04-01,PAN12_TJOVER12,2004-04-01T00:00:00-03:00,1,4,2004,15.1161087700131
2004-05-01,PAN12_TJOVER12,2004-05-01T00:00:00-03:00,1,5,2004,15.8006086834585
2004-06-01,PAN12_TJOVER12,2004-06-01T00:00:00-03:00,1,6,2004,15.8006086834585
2004-07-01,PAN12_TJOVER12,2004-07-01T00:00:00-03:00,1,7,2004,16.6269326494686
2004-08-01,PAN12_TJOVER12,2004-08-01T00:00:00-03:00,1,8,2004,16.6269326494686
2004-09-01,PAN12_TJOVER12,2004-09-01T00:00:00-03:00,1,9,2004,16.0754517722998
2004-10-01,PAN12_TJOVER12,2004-10-01T00:00:00-03:00,1,10,2004,15.5263622539225
2004-11-01,PAN12_TJOVER12,2004-11-01T00:00:00-03:00,1,11,2004,16.0754517722998
2004-12-01,PAN12_TJOVER12,2004-12-01T00:00:00-02:00,1,12,2004,19.2794155828077
2005-01-01,PAN12_TJOVER12,2005-01-01T00:00:00-02:00,1,1,2005,17.8765571045929
2005-02-01,PAN12_TJOVER12,2005-02-01T00:00:00-02:00,1,2,2005,15.6634109599371
2005-03-01,PAN12_TJOVER12,2005-03-01T00:00:00-03:00,1,3,2005,19.9865688044934
2005-04-01,PAN12_TJOVER12,2005-04-01T00:00:00-03:00,1,4,2005,18.2958182438563
2005-05-01,PAN12_TJOVER12,2005-05-01T00:00:00-03:00,1,5,2005,19.5618171461534
2005-06-01,PAN12_TJOVER12,2005-06-01T00:00:00-03:00,1,6,2005,20.8402246241221
2005-07-01,PAN12_TJOVER12,2005-07-01T00:00:00-03:00,1,7,2005,19.703247639496
2005-08-01,PAN12_TJOVER12,2005-08-01T00:00:00-03:00,1,8,2005,21.8431910032608
2005-09-01,PAN12_TJOVER12,2005-09-01T00:00:00-03:00,1,9,2005,19.5618171461534
2005-10-01,PAN12_TJOVER12,2005-10-01T00:00:00-03:00,1,10,2005,18.2958182438563
2005-11-01,PAN12_TJOVER12,2005-11-01T00:00:00-02:00,1,11,2005,17.8765571045929
2005-12-01,PAN12_TJOVER12,2005-12-01T00:00:00-02:00,1,12,2005,19.1384442112171
2006-01-01,PAN12_TJOVER12,2006-01-01T00:00:00-02:00,1,1,2006,18.576084613118
2006-02-01,PAN12_TJOVER12,2006-02-01T00:00:00-02:00,1,2,2006,14.7071911538915
2006-03-01,PAN12_TJOVER12,2006-03-01T00:00:00-03:00,1,3,2006,18.4358754343603
2006-04-01,PAN12_TJOVER12,2006-04-01T00:00:00-03:00,1,4,2006,13.7582228911072
2006-05-01,PAN12_TJOVER12,2006-05-01T00:00:00-03:00,1,5,2006,16.4888377232938
2006-06-01,PAN12_TJOVER12,2006-06-01T00:00:00-03:00,1,6,2006,15.1161087700131
2006-07-01,PAN12_TJOVER12,2006-07-01T00:00:00-03:00,1,7,2006,14.9796546637731
2006-08-01,PAN12_TJOVER12,2006-08-01T00:00:00-03:00,1,8,2006,16.2130974325867
2006-09-01,PAN12_TJOVER12,2006-09-01T00:00:00-03:00,1,9,2006,13.4884140091117
2006-10-01,PAN12_TJOVER12,2006-10-01T00:00:00-03:00,1,10,2006,13.8933477132203
2006-11-01,PAN12_TJOVER12,2006-11-01T00:00:00-03:00,1,11,2006,12.9505552292121
2006-12-01,PAN12_TJOVER12,2006-12-01T00:00:00-02:00,1,12,2006,12.5486956926017
2007-01-01,PAN12_TJOVER12,2007-01-01T00:00:00-02:00,1,1,2007,13.7582228911072
2007-02-01,PAN12_TJOVER12,2007-02-01T00:00:00-02:00,1,2,2007,10.954328638178
2007-03-01,PAN12_TJOVER12,2007-03-01T00:00:00-03:00,1,3,2007,13.3537296586903
2007-04-01,PAN12_TJOVER12,2007-04-01T00:00:00-03:00,1,4,2007,11.8818411955157
2007-05-01,PAN12_TJOVER12,2007-05-01T00:00:00-03:00,1,5,2007,13.0848004136224
2007-06-01,PAN12_TJOVER12,2007-06-01T00:00:00-03:00,1,6,2007,11.4834690032744
2007-07-01,PAN12_TJOVER12,2007-07-01T00:00:00-03:00,1,7,2007,12.2815179047249
2007-08-01,PAN12_TJOVER12,2007-08-01T00:00:00-03:00,1,8,2007,12.5486956926017
2007-09-01,PAN12_TJOVER12,2007-09-01T00:00:00-03:00,1,9,2007,10.0338693716146
2007-10-01,PAN12_TJOVER12,2007-10-01T00:00:00-03:00,1,10,2007,11.7489057098582
2007-11-01,PAN12_TJOVER12,2007-11-01T00:00:00-02:00,1,11,2007,10.5589852792566
2007-12-01,PAN12_TJOVER12,2007-12-01T00:00:00-02:00,1,12,2007,10.5589852792566
2008-01-01,PAN12_TJOVER12,2008-01-01T00:00:00-02:00,1,1,2008,11.7489057098582
2008-02-01,PAN12_TJOVER12,2008-02-01T00:00:00-02:00,1,2,2008,10.0338693716146
2008-03-01,PAN12_TJOVER12,2008-03-01T00:00:00-03:00,1,3,2008,10.5589852792566
2008-04-01,PAN12_TJOVER12,2008-04-01T00:00:00-03:00,1,4,2008,11.3509674956668
2008-05-01,PAN12_TJOVER12,2008-05-01T00:00:00-03:00,1,5,2008,11.0863974560763
2008-06-01,PAN12_TJOVER12,2008-06-01T00:00:00-03:00,1,6,2008,12.1481471492246
2008-07-01,PAN12_TJOVER12,2008-07-01T00:00:00-03:00,1,7,2008,13.6232450381824
2008-08-01,PAN12_TJOVER12,2008-08-01T00:00:00-03:00,1,8,2008,12.9505552292121
2008-09-01,PAN12_TJOVER12,2008-09-01T00:00:00-03:00,1,9,2008,14.0286196499853
2008-10-01,PAN12_TJOVER12,2008-10-01T00:00:00-03:00,1,10,2008,15.1161087700131
2008-11-01,PAN12_TJOVER12,2008-11-01T00:00:00-02:00,1,11,2008,12.9505552292121
2008-12-01,PAN12_TJOVER12,2008-12-01T00:00:00-02:00,1,12,2008,14.2996054499739
2009-01-01,PAN12_TJOVER12,2009-01-01T00:00:00-02:00,1,1,2009,13.3537296586903
2009-02-01,PAN12_TJOVER12,2009-02-01T00:00:00-02:00,1,2,2009,10.8224037644802
2009-03-01,PAN12_TJOVER12,2009-03-01T00:00:00-03:00,1,3,2009,12.2815179047249
2009-04-01,PAN12_TJOVER12,2009-04-01T00:00:00-03:00,1,4,2009,10.5589852792566
2009-05-01,PAN12_TJOVER12,2009-05-01T00:00:00-03:00,1,5,2009,9.64153389671201
2009-06-01,PAN12_TJOVER12,2009-06-01T00:00:00-03:00,1,6,2009,9.51104064082937
2009-07-01,PAN12_TJOVER12,2009-07-01T00:00:00-03:00,1,7,2009,9.90294812054378
2009-08-01,PAN12_TJOVER12,2009-08-01T00:00:00-03:00,1,8,2009,8.60156664899252
2009-09-01,PAN12_TJOVER12,2009-09-01T00:00:00-03:00,1,9,2009,8.60156664899252
2009-10-01,PAN12_TJOVER12,2009-10-01T00:00:00-03:00,1,10,2009,8.60156664899252
2009-11-01,PAN12_TJOVER12,2009-11-01T00:00:00-02:00,1,11,2009,8.21391583647113
2009-12-01,PAN12_TJOVER12,2009-12-01T00:00:00-02:00,1,12,2009,9.12041460123694
2010-01-01,PAN12_TJOVER12,2010-01-01T00:00:00-02:00,1,1,2010,8.21391583647113
2010-02-01,PAN12_TJOVER12,2010-02-01T00:00:00-02:00,1,2,2010,7.31432488907429
2010-03-01,PAN12_TJOVER12,2010-03-01T00:00:00-03:00,1,3,2010,9.51104064082937
2010-04-01,PAN12_TJOVER12,2010-04-01T00:00:00-03:00,1,4,2010,8.34299161175449
2010-05-01,PAN12_TJOVER12,2010-05-01T00:00:00-03:00,1,5,2010,9.38068976709838
2010-06-01,PAN12_TJOVER12,2010-06-01T00:00:00-03:00,1,6,2010,9.90294812054378
2010-07-01,PAN12_TJOVER12,2010-07-01T00:00:00-03:00,1,7,2010,10.8224037644802
2010-08-01,PAN12_TJOVER12,2010-08-01T00:00:00-03:00,1,8,2010,11.2186103609413
2010-09-01,PAN12_TJOVER12,2010-09-01T00:00:00-03:00,1,9,2010,10.6906226923436
2010-10-01,PAN12_TJOVER12,2010-10-01T00:00:00-03:00,1,10,2010,10.1649335710808
2010-11-01,PAN12_TJOVER12,2010-11-01T00:00:00-02:00,1,11,2010,10.1649335710808
2010-12-01,PAN12_TJOVER12,2010-12-01T00:00:00-02:00,1,12,2010,11.7489057098582
2011-01-01,PAN12_TJOVER12,2011-01-01T00:00:00-02:00,1,1,2011,10.8224037644802
2011-02-01,PAN12_TJOVER12,2011-02-01T00:00:00-02:00,1,2,2011,10.5589852792566
2011-03-01,PAN12_TJOVER12,2011-03-01T00:00:00-03:00,1,3,2011,11.6161150269126
2011-04-01,PAN12_TJOVER12,2011-04-01T00:00:00-03:00,1,4,2011,10.5589852792566
2011-05-01,PAN12_TJOVER12,2011-05-01T00:00:00-03:00,1,5,2011,12.5486956926017
2011-06-01,PAN12_TJOVER12,2011-06-01T00:00:00-03:00,1,6,2011,12.1481471492246
2011-07-01,PAN12_TJOVER12,2011-07-01T00:00:00-03:00,1,7,2011,12.2815179047249
2011-08-01,PAN12_TJOVER12,2011-08-01T00:00:00-03:00,1,8,2011,13.6232450381824
2011-09-01,PAN12_TJOVER12,2011-09-01T00:00:00-03:00,1,9,2011,11.8818411955157
2011-10-01,PAN12_TJOVER12,2011-10-01T00:00:00-03:00,1,10,2011,11.0863974560763
2011-11-01,PAN12_TJOVER12,2011-11-01T00:00:00-02:00,1,11,2011,10.8224037644802
2011-12-01,PAN12_TJOVER12,2011-12-01T00:00:00-02:00,1,12,2011,11.4834690032744
2012-01-01,PAN12_TJOVER12,2012-01-01T00:00:00-02:00,1,1,2012,11.2186103609413
2012-02-01,PAN12_TJOVER12,2012-02-01T00:00:00-02:00,1,2,2012,9.38068976709838
2012-03-01,PAN12_TJOVER12,2012-03-01T00:00:00-03:00,1,3,2012,10.2961408608194
2012-04-01,PAN12_TJOVER12,2012-04-01T00:00:00-03:00,1,4,2012,8.86070727067956
2012-05-01,PAN12_TJOVER12,2012-05-01T00:00:00-03:00,1,5,2012,9.25048113427391
2012-06-01,PAN12_TJOVER12,2012-06-01T00:00:00-03:00,1,6,2012,7.95618707200734
2012-07-01,PAN12_TJOVER12,2012-07-01T00:00:00-03:00,1,7,2012,8.47220850251531
2012-08-01,PAN12_TJOVER12,2012-08-01T00:00:00-03:00,1,8,2012,8.60156664899252
2012-09-01,PAN12_TJOVER12,2012-09-01T00:00:00-03:00,1,9,2012,6.67596266408768
2012-10-01,PAN12_TJOVER12,2012-10-01T00:00:00-03:00,1,10,2012,7.57064879261868
2012-11-01,PAN12_TJOVER12,2012-11-01T00:00:00-02:00,1,11,2012,6.80335594676484
2012-12-01,PAN12_TJOVER12,2012-12-01T00:00:00-02:00,1,12,2012,6.80335594676484
2013-01-01,PAN12_TJOVER12,2013-01-01T00:00:00-02:00,1,1,2013,7.44241677219248
2013-02-01,PAN12_TJOVER12,2013-02-01T00:00:00-02:00,1,2,2013,6.04108303876956
2013-03-01,PAN12_TJOVER12,2013-03-01T00:00:00-03:00,1,3,2013,6.80335594676484
2013-04-01,PAN12_TJOVER12,2013-04-01T00:00:00-03:00,1,4,2013,7.57064879261868
2013-05-01,PAN12_TJOVER12,2013-05-01T00:00:00-03:00,1,5,2013,7.44241677219248
2013-06-01,PAN12_TJOVER12,2013-06-01T00:00:00-03:00,1,6,2013,7.57064879261868
2013-07-01,PAN12_TJOVER12,2013-07-01T00:00:00-03:00,1,7,2013,8.9904900269945
2013-08-01,PAN12_TJOVER12,2013-08-01T00:00:00-03:00,1,8,2013,8.86070727067956
2013-09-01,PAN12_TJOVER12,2013-09-01T00:00:00-03:00,1,9,2013,8.86070727067956
2013-10-01,PAN12_TJOVER12,2013-10-01T00:00:00-03:00,1,10,2013,10.1649335710808
2013-11-01,PAN12_TJOVER12,2013-11-01T00:00:00-02:00,1,11,2013,8.9904900269945
2013-12-01,PAN12_TJOVER12,2013-12-01T00:00:00-02:00,1,12,2013,9.90294812054378
2014-01-01,PAN12_TJOVER12,2014-01-01T00:00:00-02:00,1,1,2014,10.6906226923436
2014-02-01,PAN12_TJOVER12,2014-02-01T00:00:00-02:00,1,2,2014,9.90294812054378
2014-03-01,PAN12_TJOVER12,2014-03-01T00:00:00-03:00,1,3,2014,9.64153389671201
2014-04-01,PAN12_TJOVER12,2014-04-01T00:00:00-03:00,1,4,2014,10.2961408608194
2014-05-01,PAN12_TJOVER12,2014-05-01T00:00:00-03:00,1,5,2014,10.954328638178
2014-06-01,PAN12_TJOVER12,2014-06-01T00:00:00-03:00,1,6,2014,10.2961408608194
2014-07-01,PAN12_TJOVER12,2014-07-01T00:00:00-03:00,1,7,2014,12.0149216274177
2014-08-01,PAN12_TJOVER12,2014-08-01T00:00:00-03:00,1,8,2014,10.954328638178
2014-09-01,PAN12_TJOVER12,2014-09-01T00:00:00-03:00,1,9,2014,11.4834690032744
2014-10-01,PAN12_TJOVER12,2014-10-01T00:00:00-03:00,1,10,2014,12.0149216274177
2014-11-01,PAN12_TJOVER12,2014-11-01T00:00:00-02:00,1,11,2014,10.5589852792566
2014-12-01,PAN12_TJOVER12,2014-12-01T00:00:00-02:00,1,12,2014,12.1481471492246
2015-01-01,PAN12_TJOVER12,2015-01-01T00:00:00-02:00,1,1,2015,11.8818411955157
2015-02-01,PAN12_TJOVER12,2015-02-01T00:00:00-02:00,1,2,2015,10.2961408608194
2015-03-01,PAN12_TJOVER12,2015-03-01T00:00:00-03:00,1,3,2015,13.2191918418426
2015-04-01,PAN12_TJOVER12,2015-04-01T00:00:00-03:00,1,4,2015,12.0149216274177
2015-05-01,PAN12_TJOVER12,2015-05-01T00:00:00-03:00,1,5,2015,12.5486956926017
2015-06-01,PAN12_TJOVER12,2015-06-01T00:00:00-03:00,1,6,2015,13.6232450381824
2015-07-01,PAN12_TJOVER12,2015-07-01T00:00:00-03:00,1,7,2015,15.1161087700131
2015-08-01,PAN12_TJOVER12,2015-08-01T00:00:00-03:00,1,8,2015,14.1640388469958
2015-09-01,PAN12_TJOVER12,2015-09-01T00:00:00-03:00,1,9,2015,14.1640388469958
2015-10-01,PAN12_TJOVER12,2015-10-01T00:00:00-03:00,1,10,2015,14.1640388469958
2015-11-01,PAN12_TJOVER12,2015-11-01T00:00:00-02:00,1,11,2015,13.4884140091117
2015-12-01,PAN12_TJOVER12,2015-12-01T00:00:00-02:00,1,12,2015,14.8433488405669
2016-01-01,PAN12_TJOVER12,2016-01-01T00:00:00-02:00,1,1,2016,13.4884140091117
2016-02-01,PAN12_TJOVER12,2016-02-01T00:00:00-02:00,1,2,2016,12.682503013197
2016-03-01,PAN12_TJOVER12,2016-03-01T00:00:00-03:00,1,3,2016,14.8433488405669
2016-04-01,PAN12_TJOVER12,2016-04-01T00:00:00-03:00,1,4,2016,13.4884140091117
2016-05-01,PAN12_TJOVER12,2016-05-01T00:00:00-03:00,1,5,2016,14.1640388469958
2016-06-01,PAN12_TJOVER12,2016-06-01T00:00:00-03:00,1,6,2016,14.8433488405669
2016-07-01,PAN12_TJOVER12,2016-07-01T00:00:00-03:00,1,7,2016,14.1640388469958
2016-08-01,PAN12_TJOVER12,2016-08-01T00:00:00-03:00,1,8,2016,15.6634109599371
2016-09-01,PAN12_TJOVER12,2016-09-01T00:00:00-03:00,1,9,2016,14.1640388469958
2016-10-01,PAN12_TJOVER12,2016-10-01T00:00:00-03:00,1,10,2016,13.3537296586903
2016-11-01,PAN12_TJOVER12,2016-11-01T00:00:00-02:00,1,11,2016,13.2191918418426
2016-12-01,PAN12_TJOVER12,2016-12-01T00:00:00-02:00,1,12,2016,14.2996054499739
2017-01-01,PAN12_TJOVER12,2017-01-01T00:00:00-02:00,1,1,2017,13.8933477132203
2017-02-01,PAN12_TJOVER12,2017-02-01T00:00:00-02:00,1,2,2017,10.954328638178
2017-03-01,PAN12_TJOVER12,2017-03-01T00:00:00-03:00,1,3,2017,13.3537296586903
2017-04-01,PAN12_TJOVER12,2017-04-01T00:00:00-03:00,1,4,2017,9.90294812054378
2017-05-01,PAN12_TJOVER12,2017-05-01T00:00:00-03:00,1,5,2017,11.7489057098582
2017-06-01,PAN12_TJOVER12,2017-06-01T00:00:00-03:00,1,6,2017,10.1649335710808
2017-07-01,PAN12_TJOVER12,2017-07-01T00:00:00-03:00,1,7,2017,10.0338693716146
2017-08-01,PAN12_TJOVER12,2017-08-01T00:00:00-03:00,1,8,2017,10.0338693716146
2017-09-01,PAN12_TJOVER12,2017-09-01T00:00:00-03:00,1,9,2017,7.95618707200734
2017-10-01,PAN12_TJOVER12,2017-10-01T00:00:00-03:00,1,10,2017,7.95618707200734
2017-11-01,PAN12_TJOVER12,2017-11-01T00:00:00-02:00,1,11,2017,7.05856097792963
2017-12-01,PAN12_TJOVER12,2017-12-01T00:00:00-02:00,1,12,2017,6.67596266408768
2018-01-01,PAN12_TJOVER12,2018-01-01T00:00:00-02:00,1,1,2018,7.18637300402489
2018-02-01,PAN12_TJOVER12,2018-02-01T00:00:00-02:00,1,2,2018,5.78810244306212
2018-03-01,PAN12_TJOVER12,2018-03-01T00:00:00-03:00,1,3,2018,6.54870868514921
2018-04-01,PAN12_TJOVER12,2018-04-01T00:00:00-03:00,1,4,2018,6.42159387145589
2018-05-01,PAN12_TJOVER12,2018-05-01T00:00:00-03:00,1,5,2018,6.42159387145589
2018-06-01,PAN12_TJOVER12,2018-06-01T00:00:00-03:00,1,6,2018,6.42159387145589
2018-07-01,PAN12_TJOVER12,2018-07-01T00:00:00-03:00,1,7,2018,6.67596266408768
2018-08-01,PAN12_TJOVER12,2018-08-01T00:00:00-03:00,1,8,2018,7.05856097792963
2018-09-01,PAN12_TJOVER12,2018-09-01T00:00:00-03:00,1,9,2018,5.78810244306212
2018-10-01,PAN12_TJOVER12,2018-10-01T00:00:00-03:00,1,10,2018,6.67596266408768
2018-11-01,PAN12_TJOVER12,2018-11-01T00:00:00-03:00,1,11,2018,6.04108303876956
2018-12-01,PAN12_TJOVER12,2018-12-01T00:00:00-02:00,1,12,2018,6.04108303876956
2019-01-01,PAN12_TJOVER12,2019-01-01T00:00:00-02:00,1,1,2019,6.67596266408768
2019-02-01,PAN12_TJOVER12,2019-02-01T00:00:00-02:00,1,2,2019,6.04108303876956
2019-03-01,PAN12_TJOVER12,2019-03-01T00:00:00-03:00,1,3,2019,5.78810244306212
2019-04-01,PAN12_TJOVER12,2019-04-01T00:00:00-03:00,1,4,2019,6.42159387145589
2019-05-01,PAN12_TJOVER12,2019-05-01T00:00:00-03:00,1,5,2019,6.67596266408768
2019-06-01,PAN12_TJOVER12,2019-06-01T00:00:00-03:00,1,6,2019,5.78810244306212
2019-07-01,PAN12_TJOVER12,2019-07-01T00:00:00-03:00,1,7,2019,7.05856097792963
2019-08-01,PAN12_TJOVER12,2019-08-01T00:00:00-03:00,1,8,2019,6.16778118644983
2019-09-01,PAN12_TJOVER12,2019-09-01T00:00:00-03:00,1,9,2019,5.66181971940869
2019-10-01,PAN12_TJOVER12,2019-10-01T00:00:00-03:00,1,10,2019,5.9145235035986
2019-11-01,PAN12_TJOVER12,2019-11-01T00:00:00-03:00,1,11,2019,4.6565215684566
2019-12-01,PAN12_TJOVER12,2019-12-01T00:00:00-03:00,1,12,2019,4.53147769825524
2020-01-01,PAN12_TJOVER12,2020-01-01T00:00:00-03:00,1,1,2020,4.6565215684566
2020-02-01,PAN12_TJOVER12,2020-02-01T00:00:00-03:00,1,2,2020,3.53604607534075
2020-03-01,PAN12_TJOVER12,2020-03-01T00:00:00-03:00,1,3,2020,4.1571673389913
2020-04-01,PAN12_TJOVER12,2020-04-01T00:00:00-03:00,1,4,2020,3.41223000022235
2020-05-01,PAN12_TJOVER12,2020-05-01T00:00:00-03:00,1,5,2020,2.91832177661524
2020-06-01,PAN12_TJOVER12,2020-06-01T00:00:00-03:00,1,6,2020,2.54931070792348
2020-07-01,PAN12_TJOVER12,2020-07-01T00:00:00-03:00,1,7,2020,2.30397754505438
2020-08-01,PAN12_TJOVER12,2020-08-01T00:00:00-03:00,1,8,2020,1.93698643723528
2020-09-01,PAN12_TJOVER12,2020-09-01T00:00:00-03:00,1,9,2020,1.93698643723528
2020-10-01,PAN12_TJOVER12,2020-10-01T00:00:00-03:00,1,10,2020,1.93698643723528
2020-11-01,PAN12_TJOVER12,2020-11-01T00:00:00-03:00,1,11,2020,1.81492450119629
2020-12-01,PAN12_TJOVER12,2020-12-01T00:00:00-03:00,1,12,2020,1.93698643723528
2021-01-01,PAN12_TJOVER12,2021-01-01T00:00:00-03:00,1,1,2021,1.81492450119629
2021-02-01,PAN12_TJOVER12,2021-02-01T00:00:00-03:00,1,2,2021,1.57120247567155
2021-03-01,PAN12_TJOVER12,2021-03-01T00:00:00-03:00,1,3,2021,2.42657679454032
2021-04-01,PAN12_TJOVER12,2021-04-01T00:00:00-03:00,1,4,2021,2.54931070792348
2021-05-01,PAN12_TJOVER12,2021-05-01T00:00:00-03:00,1,5,2021,3.28854966803307
2021-06-01,PAN12_TJOVER12,2021-06-01T00:00:00-03:00,1,6,2021,3.78408599618558
2021-07-01,PAN12_TJOVER12,2021-07-01T00:00:00-03:00,1,7,2021,4.40657079419022
2021-08-01,PAN12_TJOVER12,2021-08-01T00:00:00-03:00,1,8,2021,5.28380019408186
2021-09-01,PAN12_TJOVER12,2021-09-01T00:00:00-03:00,1,9,2021,5.40966873236182
2021-10-01,PAN12_TJOVER12,2021-10-01T00:00:00-03:00,1,10,2021,6.04108303876956
2021-11-01,PAN12_TJOVER12,2021-11-01T00:00:00-03:00,1,11,2021,7.31432488907429
2021-12-01,PAN12_TJOVER12,2021-12-01T00:00:00-03:00,1,12,2021,9.64153389671201
2022-01-01,PAN12_TJOVER12,2022-01-01T00:00:00-03:00,1,1,2022,9.12041460123694
2022-02-01,PAN12_TJOVER12,2022-02-01T00:00:00-03:00,1,2,2022,9.51104064082937
2022-03-01,PAN12_TJOVER12,2022-03-01T00:00:00-03:00,1,3,2022,11.7489057098582
2022-04-01,PAN12_TJOVER12,2022-04-01T00:00:00-03:00,1,4,2022,10.4274913828344
2022-05-01,PAN12_TJOVER12,2022-05-01T00:00:00-03:00,1,5,2022,13.0848004136224
2022-06-01,PAN12_TJOVER12,2022-06-01T00:00:00-03:00,1,6,2022,12.9505552292121
2022-07-01,PAN12_TJOVER12,2022-07-01T00:00:00-03:00,1,7,2022,13.0848004136224
2022-08-01,PAN12_TJOVER12,2022-08-01T00:00:00-03:00,1,8,2022,14.9796546637731
2022-09-01,PAN12_TJOVER12,2022-09-01T00:00:00-03:00,1,9,2022,13.6232450381824
2022-10-01,PAN12_TJOVER12,2022-10-01T00:00:00-03:00,1,10,2022,12.9505552292121
2022-11-01,PAN12_TJOVER12,2022-11-01T00:00:00-03:00,1,11,2022,12.9505552292121
2022-12-01,PAN12_TJOVER12,2022-12-01T00:00:00-03:00,1,12,2022,14.2996054499739
2023-01-01,PAN12_TJOVER12,2023-01-01T00:00:00-03:00,1,1,2023,14.2996054499739
2023-02-01,PAN12_TJOVER12,2023-02-01T00:00:00-03:00,1,2,2023,11.6161150269126
2023-03-01,PAN12_TJOVER12,2023-03-01T00:00:00-03:00,1,3,2023,14.9796546637731
2023-04-01,PAN12_TJOVER12,2023-04-01T00:00:00-03:00,1,4,2023,11.6161150269126
2023-05-01,PAN12_TJOVER12,2023-05-01T00:00:00-03:00,1,5,2023,10.2961408608194
