DATE,CODE,RAW DATE,DAY,MONTH,YEAR,VALUE (US$)
2017-11-01,IFS12_PETROLEUM12,2017-11-01T00:00:00-02:00,1,11,2017,60.0537878787879
2017-12-01,IFS12_PETROLEUM12,2017-12-01T00:00:00-02:00,1,12,2017,61.1230158730159
2018-01-01,IFS12_PETROLEUM12,2018-01-01T00:00:00-02:00,1,1,2018,66.166231884058
2018-02-01,IFS12_PETROLEUM12,2018-02-01T00:00:00-02:00,1,2,2018,63.5181666666667
2018-03-01,IFS12_PETROLEUM12,2018-03-01T00:00:00-03:00,1,3,2018,64.5465151515152
2018-04-01,IFS12_PETROLEUM12,2018-04-01T00:00:00-03:00,1,4,2018,68.9712698412698
2018-05-01,IFS12_PETROLEUM12,2018-05-01T00:00:00-03:00,1,5,2018,73.6369565217391
2018-06-01,IFS12_PETROLEUM12,2018-06-01T00:00:00-03:00,1,6,2018,72.3301587301587
2018-07-01,IFS12_PETROLEUM12,2018-07-01T00:00:00-03:00,1,7,2018,73.0243939393939
2018-08-01,IFS12_PETROLEUM12,2018-08-01T00:00:00-03:00,1,8,2018,71.4578260869565
2018-09-01,IFS12_PETROLEUM12,2018-09-01T00:00:00-03:00,1,9,2018,75.4261666666667
2018-10-01,IFS12_PETROLEUM12,2018-10-01T00:00:00-03:00,1,10,2018,76.7663768115942
2018-11-01,IFS12_PETROLEUM12,2018-11-01T00:00:00-03:00,1,11,2018,62.3675757575758
2018-12-01,IFS12_PETROLEUM12,2018-12-01T00:00:00-02:00,1,12,2018,54.1787301587301
2019-01-01,IFS12_PETROLEUM12,2019-01-01T00:00:00-02:00,1,1,2019,56.7771014492753
2019-02-01,IFS12_PETROLEUM12,2019-02-01T00:00:00-02:00,1,2,2019,61.3093333333333
2019-03-01,IFS12_PETROLEUM12,2019-03-01T00:00:00-03:00,1,3,2019,64.0215873015873
2019-04-01,IFS12_PETROLEUM12,2019-04-01T00:00:00-03:00,1,4,2019,68.7619696969697
2019-05-01,IFS12_PETROLEUM12,2019-05-01T00:00:00-03:00,1,5,2019,66.5988405797102
2019-06-01,IFS12_PETROLEUM12,2019-06-01T00:00:00-03:00,1,6,2019,59.5965
2019-07-01,IFS12_PETROLEUM12,2019-07-01T00:00:00-03:00,1,7,2019,61.5197101449275
2019-08-01,IFS12_PETROLEUM12,2019-08-01T00:00:00-03:00,1,8,2019,57.6509090909091
2019-09-01,IFS12_PETROLEUM12,2019-09-01T00:00:00-03:00,1,9,2019,60.0490476190476
2019-10-01,IFS12_PETROLEUM12,2019-10-01T00:00:00-03:00,1,10,2019,57.4852173913043
2019-11-01,IFS12_PETROLEUM12,2019-11-01T00:00:00-03:00,1,11,2019,60.1947619047619
2019-12-01,IFS12_PETROLEUM12,2019-12-01T00:00:00-03:00,1,12,2019,63.2230303030303
2020-01-01,IFS12_PETROLEUM12,2020-01-01T00:00:00-03:00,1,1,2020,61.5802898550725
2020-02-01,IFS12_PETROLEUM12,2020-02-01T00:00:00-03:00,1,2,2020,53.4491666666667
2020-03-01,IFS12_PETROLEUM12,2020-03-01T00:00:00-03:00,1,3,2020,32.2589393939394
2020-04-01,IFS12_PETROLEUM12,2020-04-01T00:00:00-03:00,1,4,2020,23.3387878787879
2020-05-01,IFS12_PETROLEUM12,2020-05-01T00:00:00-03:00,1,5,2020,31.2688888888889
2020-06-01,IFS12_PETROLEUM12,2020-06-01T00:00:00-03:00,1,6,2020,39.7478787878788
2020-07-01,IFS12_PETROLEUM12,2020-07-01T00:00:00-03:00,1,7,2020,42.1815942028986
2020-08-01,IFS12_PETROLEUM12,2020-08-01T00:00:00-03:00,1,8,2020,43.7898412698413
2020-09-01,IFS12_PETROLEUM12,2020-09-01T00:00:00-03:00,1,9,2020,40.9660606060606
2020-10-01,IFS12_PETROLEUM12,2020-10-01T00:00:00-03:00,1,10,2020,40.6087878787879
2020-11-01,IFS12_PETROLEUM12,2020-11-01T00:00:00-03:00,1,11,2020,42.9709523809524
2020-12-01,IFS12_PETROLEUM12,2020-12-01T00:00:00-03:00,1,12,2020,49.0247826086957
2021-01-01,IFS12_PETROLEUM12,2021-01-01T00:00:00-03:00,1,1,2021,53.9069841269841
2021-02-01,IFS12_PETROLEUM12,2021-02-01T00:00:00-03:00,1,2,2021,60.9491666666667
2021-03-01,IFS12_PETROLEUM12,2021-03-01T00:00:00-03:00,1,3,2021,64.0892753623188
2021-04-01,IFS12_PETROLEUM12,2021-04-01T00:00:00-03:00,1,4,2021,63.3593939393939
2021-05-01,IFS12_PETROLEUM12,2021-05-01T00:00:00-03:00,1,5,2021,66.6287301587302
2021-06-01,IFS12_PETROLEUM12,2021-06-01T00:00:00-03:00,1,6,2021,72.0645454545455
2021-07-01,IFS12_PETROLEUM12,2021-07-01T00:00:00-03:00,1,7,2021,73.0439393939394
2021-08-01,IFS12_PETROLEUM12,2021-08-01T00:00:00-03:00,1,8,2021,69.0639393939394
2021-09-01,IFS12_PETROLEUM12,2021-09-01T00:00:00-03:00,1,9,2021,73.0142424242424
2021-10-01,IFS12_PETROLEUM12,2021-10-01T00:00:00-03:00,1,10,2021,82.2222222222222
2021-11-01,IFS12_PETROLEUM12,2021-11-01T00:00:00-03:00,1,11,2021,79.5478787878788
2021-12-01,IFS12_PETROLEUM12,2021-12-01T00:00:00-03:00,1,12,2021,73.1094202898551
2022-01-01,IFS12_PETROLEUM12,2022-01-01T00:00:00-03:00,1,1,2022,84.1169841269841
2022-02-01,IFS12_PETROLEUM12,2022-02-01T00:00:00-03:00,1,2,2022,92.4666666666667
2022-03-01,IFS12_PETROLEUM12,2022-03-01T00:00:00-03:00,1,3,2022,109.475652173913
2022-04-01,IFS12_PETROLEUM12,2022-04-01T00:00:00-03:00,1,4,2022,103.632063492063
2022-05-01,IFS12_PETROLEUM12,2022-05-01T00:00:00-03:00,1,5,2022,109.895909090909
2022-06-01,IFS12_PETROLEUM12,2022-06-01T00:00:00-03:00,1,6,2022,114.742727272727
2022-07-01,IFS12_PETROLEUM12,2022-07-01T00:00:00-03:00,1,7,2022,102.496507936508
2022-08-01,IFS12_PETROLEUM12,2022-08-01T00:00:00-03:00,1,8,2022,95.676231884058
2022-09-01,IFS12_PETROLEUM12,2022-09-01T00:00:00-03:00,1,9,2022,88.250303030303
2022-10-01,IFS12_PETROLEUM12,2022-10-01T00:00:00-03:00,1,10,2022,90.74
2022-11-01,IFS12_PETROLEUM12,2022-11-01T00:00:00-03:00,1,11,2022,86.5380303030303
2022-12-01,IFS12_PETROLEUM12,2022-12-01T00:00:00-03:00,1,12,2022,78.3136363636364
2023-01-01,IFS12_PETROLEUM12,2023-01-01T00:00:00-03:00,1,1,2023,81.0793939393939
2023-02-01,IFS12_PETROLEUM12,2023-02-01T00:00:00-03:00,1,2,2023,80.645
2023-03-01,IFS12_PETROLEUM12,2023-03-01T00:00:00-03:00,1,3,2023,76.9585507246377
